"renewables.opinion","alloc.fossil","alloc.wind","alloc.solar","alloc.hydro","alloc.nuclear","trump.approval","democrat","republican","libDem","conRep","age","male","white","edu","college","inc","trump.cue","climate.cue","control"
3,20,20,20,20,20,1,0,0,0,0,73,1,0,5,1,"2",0,1,0
4,38,20,20,10,12,2,0,0,0,0,29,0,0,5,1,"4",0,1,0
3,50,15,15,10,10,2,0,0,0,0,46,0,0,5,1,"5",0,1,0
4,30,20,20,10,20,1,1,0,0,0,61,0,1,5,1,"4",0,1,0
4,10,20,25,25,20,3,0,1,0,0,62,0,1,1,0,"1",0,1,0
1,38,1,1,10,50,5,0,0,0,0,65,1,1,5,1,"1",0,1,0
3,0,50,50,0,0,2,0,1,0,1,39,1,0,1,0,"6",0,1,0
5,0,32,33,18,17,2,1,0,1,0,19,1,0,1,0,"4",0,1,0
4,40,30,10,10,10,1,1,0,1,0,39,0,0,5,1,"6",0,1,0
5,35,25,25,10,5,1,1,0,1,0,42,0,0,5,1,"4",0,1,0
4,50,20,10,10,10,1,1,0,1,0,35,0,0,5,1,"4",0,1,0
4,0,10,10,10,70,1,0,0,0,0,26,1,0,1,0,"5",0,1,0
5,10,30,30,10,20,1,1,0,1,0,53,1,0,5,1,"4",0,1,0
3,40,20,20,10,10,1,1,0,0,0,34,0,0,1,0,"4",0,1,0
4,15,24,27,29,5,2,1,0,1,0,50,0,0,5,1,"3",0,1,0
4,24,22,12,17,25,5,0,1,0,1,32,1,0,5,1,"4",0,1,0
5,5,20,50,20,5,1,1,0,1,0,72,1,1,2,0,"2",0,1,0
4,35,25,15,10,15,1,1,0,1,0,44,1,0,5,1,"4",0,1,0
4,20,15,10,45,10,4,0,1,0,0,63,0,1,6,1,"2",0,1,0
5,10,20,20,20,30,1,0,0,0,0,39,1,0,4,0,"4",0,1,0
4,19,15,36,21,9,4,1,0,0,0,30,1,1,5,1,"3",0,1,0
3,10,10,21,19,40,4,0,1,0,1,30,1,0,6,1,"3",0,1,0
5,5,35,55,5,0,1,1,0,1,0,62,1,1,6,1,"7",0,1,0
4,22,25,18,11,24,4,0,1,0,1,63,1,1,5,1,"7",0,1,0
3,15,10,20,5,50,3,0,0,0,0,43,1,0,6,1,"10",0,1,0
5,45,10,10,5,30,1,0,0,0,0,60,1,1,5,1,"2",0,1,0
5,20,25,15,10,30,1,1,0,1,0,27,1,0,5,1,"7",0,1,0
NA,26,18,23,33,0,1,0,0,0,0,25,1,0,2,0,"6",0,0,1
NA,0,20,50,20,10,1,1,0,1,0,35,1,0,1,0,"2",0,0,1
NA,6,30,26,29,9,3,1,0,1,0,30,1,0,5,1,"3",0,0,1
NA,30,20,20,10,20,1,1,0,1,0,33,1,0,5,1,"4",0,0,1
NA,5,30,30,30,5,1,1,0,1,0,46,0,0,5,1,"5",0,0,1
NA,5,37,34,13,11,2,0,1,0,0,65,0,0,2,0,"1",0,0,1
NA,36,21,12,10,21,2,0,0,0,0,22,1,0,5,1,"7",0,0,1
NA,0,50,40,5,5,1,1,0,1,0,49,1,0,5,1,"11",0,0,1
NA,5,30,30,30,5,1,0,0,0,0,43,1,0,4,0,"3",0,0,1
NA,4,15,16,21,44,1,1,0,0,0,50,1,0,5,1,"6",0,0,1
NA,20,30,40,10,0,1,1,0,0,0,29,1,0,5,1,"7",0,0,1
NA,10,30,30,20,10,1,1,0,0,0,45,1,0,5,1,"7",0,0,1
NA,39,10,16,10,25,2,1,0,1,0,35,1,0,2,0,"2",0,0,1
NA,10,5,15,15,55,5,0,1,0,1,44,1,0,5,1,"7",0,0,1
NA,4,25,15,54,2,2,0,1,0,1,40,1,0,6,1,"3",0,0,1
NA,40,25,20,7,8,3,0,1,0,0,25,0,0,5,1,"4",0,0,1
NA,20,20,20,20,20,1,1,0,0,0,30,1,1,2,0,"5",0,0,1
NA,20,20,14,10,36,1,1,0,1,0,44,1,1,4,0,"3",0,0,1
NA,25,19,22,15,19,2,0,0,0,0,42,1,1,3,0,"3",0,0,1
NA,50,2,12,10,26,1,0,0,0,0,26,1,1,5,1,"3",0,0,1
NA,33,20,7,10,30,1,1,0,1,0,45,1,1,5,1,"4",0,0,1
NA,30,20,14,10,26,1,1,0,0,0,45,1,1,2,0,"3",0,0,1
NA,20,15,15,25,25,2,0,0,0,0,33,1,1,5,1,"6",0,0,1
NA,25,15,20,25,15,3,1,0,1,0,44,1,1,4,0,"3",0,0,1
NA,20,10,10,10,50,1,1,0,0,0,37,1,1,5,1,"11",0,0,1
NA,56,11,19,1,13,1,1,0,1,0,33,1,0,5,1,"7",0,0,1
NA,0,33,27,40,0,1,1,0,1,0,35,1,0,5,1,"5",0,0,1
NA,25,25,25,10,15,1,1,0,1,0,32,1,0,5,1,"5",0,0,1
NA,60,15,0,5,20,5,0,1,0,1,43,1,1,8,1,"6",0,0,1
NA,15,30,30,20,5,1,1,0,1,0,52,1,1,2,0,"4",0,0,1
NA,40,12,25,4,19,1,0,1,0,1,56,1,1,5,1,"5",0,0,1
NA,20,20,20,20,20,3,0,1,0,1,33,1,1,5,1,"3",0,0,1
NA,20,10,10,20,40,1,1,0,1,0,38,1,1,5,1,"11",0,0,1
NA,20,30,30,10,10,1,1,0,1,0,72,1,0,6,1,"5",0,0,1
NA,37,15,20,10,18,1,1,0,1,0,44,1,1,5,1,"6",0,0,1
NA,25,15,20,5,35,3,0,1,0,0,41,1,1,8,1,"9",0,0,1
NA,45,15,12,10,18,1,1,0,1,0,40,1,1,5,1,"8",0,0,1
NA,0,30,50,20,0,1,1,0,1,0,55,1,1,6,1,"1",0,0,1
NA,5,20,60,5,10,1,1,0,1,0,31,1,1,6,1,"9",0,0,1
NA,18,30,26,18,8,5,0,1,0,1,30,1,1,5,1,"4",0,0,1
NA,0,40,30,5,25,1,1,0,1,0,43,1,1,6,1,"8",0,0,1
NA,13,23,18,22,24,4,1,0,0,0,38,1,1,5,1,"4",0,0,1
NA,15,2,20,13,50,4,0,1,0,1,38,1,1,5,1,"6",0,0,1
NA,16,28,19,31,6,1,0,0,0,0,64,0,1,5,1,"10",0,0,1
NA,15,30,30,20,5,1,1,0,1,0,62,0,1,2,0,"3",0,0,1
NA,15,35,25,10,15,4,0,1,0,0,23,1,0,2,0,"3",0,0,1
NA,20,35,17,12,16,1,0,0,0,0,37,1,1,2,0,"4",0,0,1
NA,0,50,50,0,0,1,1,0,1,0,43,1,1,1,0,"4",0,0,1
NA,20,30,40,10,0,1,1,0,0,0,35,1,1,2,0,"5",0,0,1
NA,30,20,15,10,25,1,1,0,1,0,43,1,1,5,1,"3",0,0,1
NA,0,20,50,20,10,1,1,0,1,0,32,1,1,1,0,"5",0,0,1
NA,25,25,25,20,5,1,1,0,1,0,45,0,0,1,0,"3",0,0,1
NA,0,2,55,29,14,2,1,0,0,0,28,1,0,2,0,"3",0,0,1
NA,40,25,20,10,5,4,0,1,0,1,19,1,0,5,1,"3",0,0,1
NA,20,20,20,20,20,4,0,1,0,1,44,1,1,1,0,"1",0,0,1
NA,0,45,55,0,0,5,0,1,0,1,33,1,0,2,0,"2",0,0,1
NA,0,5,10,35,50,3,0,1,0,1,40,1,1,3,0,"2",0,0,1
NA,30,15,15,10,30,3,0,1,0,1,43,1,1,5,1,"7",0,0,1
NA,33,10,22,15,20,4,0,0,0,0,30,1,1,5,1,"7",0,0,1
NA,10,25,30,20,15,2,0,0,0,0,25,1,0,2,0,"2",0,0,1
NA,40,20,20,10,10,2,0,1,0,1,21,0,0,2,0,"2",0,0,1
NA,40,15,10,10,25,1,0,0,0,0,37,1,1,6,1,"5",0,0,1
NA,7,63,20,10,0,3,0,1,0,1,43,1,1,5,1,"9",0,0,1
NA,20,5,30,15,30,4,0,1,0,1,39,1,0,1,0,"2",0,0,1
NA,20,20,15,20,25,3,0,0,0,0,44,1,1,3,0,"6",0,0,1
NA,0,0,0,0,100,4,0,1,0,1,47,1,1,1,0,"1",0,0,1
NA,4,32,29,29,6,1,1,0,1,0,46,1,0,1,0,"2",0,0,1
NA,100,0,0,0,0,5,0,1,0,1,31,1,1,1,0,"2",0,0,1
NA,0,30,30,10,30,3,0,0,0,0,32,1,1,6,1,"8",0,0,1
NA,25,20,25,10,20,3,1,0,0,0,26,1,0,4,0,"2",0,0,1
NA,15,20,24,34,7,1,1,0,1,0,62,0,0,7,1,"3",0,0,1
NA,0,36,35,29,0,1,1,0,1,0,44,1,0,4,0,"2",0,0,1
NA,24,47,19,10,0,4,0,0,0,0,45,1,0,8,1,"7",0,0,1
NA,30,10,15,10,35,2,0,0,0,0,20,1,1,2,0,"1",0,0,1
NA,35,15,25,15,10,4,0,1,0,1,43,1,1,5,1,"4",0,0,1
NA,86,13,1,0,0,1,0,0,0,0,36,1,0,6,1,"5",0,0,1
NA,26,30,22,18,4,1,1,0,0,0,35,1,1,2,0,"2",0,0,1
NA,5,35,50,5,5,1,1,0,1,0,41,1,1,6,1,"11",0,0,1
NA,40,20,15,10,15,4,0,1,0,1,35,1,1,5,1,"3",0,0,1
NA,0,20,43,12,25,1,1,0,1,0,38,1,1,5,1,"5",0,0,1
NA,18,28,14,20,20,3,1,0,0,0,38,1,0,5,1,"4",0,0,1
NA,30,30,20,10,10,1,1,0,1,0,31,1,0,2,0,"5",0,0,1
NA,20,30,10,20,20,5,1,0,1,0,34,1,1,6,1,"6",0,0,1
NA,36,27,17,12,8,4,0,1,0,1,30,1,1,6,1,"2",0,0,1
NA,10,10,25,10,45,4,0,0,0,0,31,1,1,1,0,"2",0,0,1
NA,16,25,31,19,9,1,1,0,1,0,36,1,0,4,0,"3",0,0,1
NA,10,30,30,5,25,1,1,0,1,0,39,1,1,2,0,"1",0,0,1
NA,5,20,50,20,5,1,1,0,1,0,42,1,0,5,1,"2",0,0,1
NA,10,0,0,0,90,5,0,1,0,1,43,1,1,2,0,"8",0,0,1
NA,27,20,20,20,13,1,1,0,1,0,37,1,1,2,0,"6",0,0,1
NA,30,15,20,10,25,1,0,1,0,1,39,1,1,4,0,"3",0,0,1
NA,20,10,10,10,50,3,1,0,1,0,27,1,1,5,1,"5",0,0,1
NA,10,20,30,20,20,1,0,0,0,0,33,1,1,1,0,"1",0,0,1
NA,5,20,20,25,30,1,1,0,1,0,31,1,1,2,0,"3",0,0,1
NA,59,6,9,6,20,1,0,1,0,1,34,1,1,4,0,"3",0,0,1
NA,5,10,20,10,55,1,1,0,1,0,32,1,1,6,1,"8",0,0,1
NA,9,45,31,10,5,1,1,0,1,0,43,1,1,1,0,"1",0,0,1
NA,25,15,35,10,15,1,0,0,0,0,39,1,1,3,0,"4",0,0,1
NA,0,30,30,10,30,1,1,0,1,0,30,1,1,2,0,"2",0,0,1
NA,30,26,19,11,14,1,0,1,0,1,46,1,1,5,1,"6",0,0,1
NA,18,14,25,15,28,4,0,1,0,1,36,1,1,6,1,"3",0,0,1
NA,35,5,5,10,45,5,0,1,0,1,38,1,1,5,1,"2",0,0,1
NA,0,30,60,10,0,1,1,0,1,0,44,1,1,5,1,"2",0,0,1
NA,20,13,17,10,40,1,1,0,0,0,26,1,1,5,1,"5",0,0,1
NA,20,20,20,10,30,1,1,0,1,0,60,0,1,7,1,"5",0,0,1
NA,0,5,10,5,80,1,0,0,0,0,32,1,1,5,1,"6",0,0,1
NA,10,25,27,33,5,1,1,0,0,0,61,1,0,5,1,"7",0,0,1
NA,0,30,40,20,10,1,1,0,1,0,80,1,1,8,1,"6",0,0,1
NA,20,17,15,6,42,4,1,0,0,0,66,1,1,6,1,"7",0,0,1
NA,20,10,10,10,50,2,1,0,1,0,62,1,1,1,0,"1",0,0,1
NA,45,20,10,15,10,5,0,1,0,1,60,1,1,8,1,"6",0,0,1
NA,0,20,60,10,10,1,1,0,1,0,64,1,1,4,0,"1",0,0,1
NA,25,0,0,25,50,3,0,0,0,0,66,1,1,2,0,"11",0,0,1
NA,0,36,42,12,10,1,1,0,1,0,60,1,1,5,1,"7",0,0,1
NA,60,10,7,5,18,3,0,1,0,1,76,1,0,6,1,"2",0,0,1
NA,15,20,30,10,25,1,1,0,1,0,71,1,1,5,1,"6",0,0,1
NA,4,36,34,20,6,1,1,0,1,0,28,1,1,5,1,"6",0,0,1
NA,55,10,10,10,15,2,1,0,0,0,23,1,1,5,1,"8",0,0,1
NA,21,13,18,8,40,1,0,1,0,1,29,1,0,1,0,"3",0,0,1
NA,30,20,15,5,30,4,0,1,0,1,23,1,1,5,1,"4",0,0,1
NA,5,40,40,10,5,1,1,0,1,0,60,1,1,4,0,"3",0,0,1
NA,40,20,10,10,20,2,1,0,1,0,26,1,0,4,0,"1",0,0,1
NA,0,0,0,0,100,1,0,1,0,1,20,1,1,2,0,"11",0,0,1
NA,29,23,13,10,25,4,0,1,0,1,30,1,1,6,1,"3",0,0,1
NA,33,10,10,5,42,4,1,0,0,0,60,1,1,5,1,"8",0,0,1
NA,40,20,10,10,20,4,0,1,0,1,23,1,0,5,1,"5",0,0,1
NA,0,20,20,20,40,1,1,0,1,0,27,1,1,5,1,"5",0,0,1
NA,0,25,25,25,25,1,1,0,1,0,22,1,1,2,0,"4",0,0,1
NA,0,30,40,30,0,2,0,0,0,0,23,1,0,2,0,"3",0,0,1
NA,64,3,4,18,11,3,0,0,0,0,28,1,1,5,1,"5",0,0,1
NA,5,20,30,20,25,1,1,0,1,0,29,1,1,5,1,"6",0,0,1
NA,0,0,0,0,100,3,0,0,0,0,21,1,1,1,0,"3",0,0,1
NA,10,10,29,25,26,3,1,0,1,0,25,1,0,5,1,"5",0,0,1
NA,40,0,5,5,50,4,0,1,0,1,60,1,1,5,1,"9",0,0,1
NA,0,15,30,0,55,1,1,0,1,0,29,1,1,6,1,"7",0,0,1
NA,50,15,20,8,7,1,1,0,1,0,25,1,0,1,0,"2",0,0,1
NA,40,10,20,10,20,4,0,1,0,0,25,1,0,5,1,"3",0,0,1
NA,30,25,18,15,12,1,1,0,1,0,27,1,1,8,1,"5",0,0,1
NA,16,33,29,18,4,1,1,0,1,0,19,1,1,1,0,"3",0,0,1
NA,10,20,15,15,40,4,0,1,0,1,25,1,1,5,1,"2",0,0,1
NA,25,20,20,25,10,1,1,0,0,0,27,1,0,4,0,"4",0,0,1
NA,20,5,5,10,60,1,1,0,1,0,22,1,1,5,1,"4",0,0,1
NA,10,20,30,10,30,1,1,0,1,0,28,1,1,4,0,"6",0,0,1
NA,2,12,26,20,40,1,1,0,1,0,21,1,0,1,0,"6",0,0,1
NA,10,30,30,25,5,2,1,0,0,0,26,1,0,2,0,"1",0,0,1
NA,50,5,10,10,25,4,0,1,0,1,83,1,1,2,0,"5",0,0,1
NA,10,60,10,10,10,1,1,0,1,0,29,1,0,5,1,"11",0,0,1
NA,10,30,25,25,10,3,0,0,0,0,28,1,1,4,0,"5",0,0,1
NA,10,30,30,25,5,1,0,0,0,0,60,1,1,5,1,"7",0,0,1
NA,50,20,16,8,6,4,0,1,0,1,28,1,0,5,1,"8",0,0,1
NA,0,24,24,25,27,1,0,0,0,0,22,1,1,4,0,"1",0,0,1
NA,15,20,32,0,33,1,0,0,0,0,28,1,0,2,0,"5",0,0,1
NA,17,27,22,11,23,1,1,0,1,0,19,1,0,2,0,"7",0,0,1
NA,15,20,25,20,20,1,1,0,1,0,22,1,1,1,0,"2",0,0,1
NA,10,5,10,50,25,3,0,1,0,1,23,1,1,5,1,"6",0,0,1
NA,55,8,15,5,17,4,0,1,0,1,24,1,1,1,0,"2",0,0,1
NA,0,15,25,30,30,1,1,0,1,0,26,1,1,5,1,"4",0,0,1
NA,40,0,0,0,60,1,0,1,0,1,26,1,1,1,0,"2",0,0,1
NA,3,5,55,6,31,4,0,1,0,1,66,1,0,5,1,"5",0,0,1
NA,0,5,25,5,65,1,0,0,0,0,27,1,1,2,0,"4",0,0,1
NA,20,15,10,10,45,1,1,0,0,0,29,1,0,5,1,"5",0,0,1
NA,5,20,40,20,15,1,1,0,1,0,70,1,1,8,1,"6",0,0,1
NA,3,0,2,2,93,4,0,1,0,1,26,1,0,4,0,"2",0,0,1
NA,10,35,15,15,25,1,1,0,1,0,29,1,1,5,1,"4",0,0,1
NA,47,13,20,10,10,2,1,0,0,0,25,1,0,5,1,"8",0,0,1
NA,15,25,20,25,15,2,1,0,1,0,26,1,1,5,1,"4",0,0,1
NA,0,15,40,15,30,1,0,0,0,0,63,1,1,5,1,"3",0,0,1
NA,6,10,20,23,41,1,0,0,0,0,22,1,0,1,0,"1",0,0,1
NA,40,40,10,10,0,4,0,0,0,0,24,1,1,7,1,"6",0,0,1
NA,20,25,25,10,20,3,0,0,0,0,26,1,0,2,0,"5",0,0,1
NA,10,21,33,34,2,1,1,0,1,0,29,1,1,5,1,"3",0,0,1
NA,0,10,20,5,65,1,1,0,1,0,29,1,1,8,1,"8",0,0,1
NA,9,49,29,13,0,1,1,0,1,0,29,1,1,2,0,"1",0,0,1
NA,30,20,20,10,20,5,0,1,0,1,22,1,1,2,0,"11",0,0,1
NA,30,20,14,10,26,1,1,0,0,0,67,1,1,5,1,"4",0,0,1
NA,10,27,20,23,20,1,1,0,1,0,28,1,1,5,1,"3",0,0,1
NA,10,30,20,20,20,1,0,1,0,1,69,1,1,6,1,"4",0,0,1
NA,5,0,20,5,70,4,0,1,0,1,60,1,1,2,0,"7",0,0,1
NA,5,35,35,5,20,1,0,0,0,0,60,1,1,5,1,"6",0,0,1
NA,15,30,40,5,10,2,1,0,1,0,20,1,0,1,0,"3",0,0,1
NA,39,20,18,6,17,5,0,1,0,1,20,1,1,2,0,"11",0,0,1
NA,20,10,20,20,30,3,0,1,0,0,22,1,1,5,1,"11",0,0,1
NA,20,20,20,20,20,2,0,1,0,0,26,1,1,6,1,"5",0,0,1
NA,45,15,20,10,10,5,1,0,1,0,23,1,1,1,0,"2",0,0,1
NA,10,20,50,10,10,1,1,0,1,0,67,1,0,5,1,"5",0,0,1
NA,60,15,5,5,15,4,0,1,0,1,23,1,1,2,0,"2",0,0,1
NA,15,25,45,10,5,1,1,0,1,0,27,1,1,5,1,"5",0,0,1
NA,45,15,15,10,15,1,1,0,1,0,29,0,1,1,0,"6",0,0,1
NA,20,25,25,15,15,3,1,0,0,0,19,0,0,2,0,"4",0,0,1
NA,20,30,20,20,10,1,1,0,1,0,24,0,1,6,1,"11",0,0,1
NA,20,10,30,10,30,1,0,0,0,0,22,1,0,2,0,"3",0,0,1
NA,0,40,35,20,5,2,1,0,1,0,26,0,1,6,1,"4",0,0,1
NA,0,20,30,10,40,1,1,0,1,0,25,0,1,5,1,"5",0,0,1
NA,11,27,15,31,16,1,1,0,1,0,21,0,0,2,0,"4",0,0,1
NA,58,10,7,5,20,1,1,0,1,0,22,0,1,1,0,"2",0,0,1
NA,0,18,14,8,60,1,1,0,1,0,20,0,0,1,0,"6",0,0,1
NA,10,5,10,15,60,5,0,0,0,0,70,0,1,5,1,"2",0,0,1
NA,10,55,25,5,5,1,1,0,1,0,25,0,0,2,0,"2",0,0,1
NA,5,15,55,15,10,1,1,0,1,0,73,1,1,6,1,"7",0,0,1
NA,5,15,40,20,20,3,0,1,0,1,19,0,0,1,0,"1",0,0,1
NA,24,19,16,18,23,4,0,1,0,1,62,0,0,4,0,"3",0,0,1
NA,5,25,50,10,10,5,1,0,0,0,71,0,1,1,0,"4",0,0,1
NA,30,30,30,5,5,4,0,1,0,0,69,0,0,5,1,"5",0,0,1
NA,20,10,50,10,10,1,1,0,1,0,24,0,1,5,1,"1",0,0,1
NA,20,20,20,10,30,1,1,0,1,0,28,1,1,1,0,"4",0,0,1
NA,20,13,50,10,7,1,1,0,1,0,29,0,1,4,0,"5",0,0,1
NA,0,51,33,16,0,1,1,0,1,0,26,0,0,4,0,"3",0,0,1
NA,20,20,20,15,25,1,1,0,1,0,61,0,1,2,0,"10",0,0,1
NA,5,23,39,33,0,1,1,0,1,0,28,0,1,2,0,"3",0,0,1
NA,30,30,10,10,20,1,0,1,0,0,25,0,1,3,0,"1",0,0,1
NA,10,30,30,20,10,1,1,0,1,0,64,0,1,4,0,"6",0,0,1
NA,1,43,52,4,0,1,1,0,1,0,26,0,1,6,1,"4",0,0,1
NA,40,10,10,10,30,1,1,0,1,0,25,0,1,2,0,"4",0,0,1
NA,2,27,38,20,13,1,1,0,1,0,26,0,1,6,1,"10",0,0,1
NA,0,30,30,30,10,1,1,0,1,0,22,1,1,2,0,"1",0,0,1
NA,33,15,20,20,12,2,0,1,0,1,18,0,1,2,0,"11",0,0,1
NA,30,17,13,10,30,1,1,0,1,0,27,0,1,5,1,"5",0,0,1
NA,40,5,10,5,40,5,0,1,0,0,67,0,1,5,1,"3",0,0,1
NA,30,30,25,10,5,1,1,0,1,0,68,0,1,6,1,"4",0,0,1
NA,0,50,50,0,0,1,1,0,1,0,18,0,0,2,0,"2",0,0,1
NA,0,7,14,8,71,1,1,0,1,0,20,0,1,2,0,"3",0,0,1
NA,10,20,20,15,35,1,1,0,1,0,24,0,1,5,1,"11",0,0,1
NA,10,30,50,10,0,1,1,0,1,0,61,0,1,8,1,"6",0,0,1
NA,0,18,27,36,19,1,1,0,0,0,28,0,1,5,1,"1",0,0,1
NA,20,20,20,20,20,1,1,0,1,0,67,0,0,5,1,"8",0,0,1
NA,0,10,10,10,70,1,0,0,0,0,21,0,0,2,0,"5",0,0,1
NA,25,10,35,10,20,5,0,1,0,1,60,0,1,1,0,"3",0,0,1
NA,8,28,29,18,17,1,1,0,1,0,70,0,1,1,0,"8",0,0,1
NA,10,30,40,10,10,1,1,0,1,0,46,0,0,5,1,"3",0,0,1
NA,20,50,20,5,5,1,1,0,1,0,51,0,0,5,1,"11",0,0,1
NA,50,12,10,8,20,1,0,0,0,0,48,0,1,5,1,"7",0,0,1
NA,30,15,25,10,20,1,1,0,1,0,29,0,0,4,0,"3",0,0,1
NA,35,0,10,0,55,2,0,0,0,0,24,0,1,5,1,"2",0,0,1
NA,20,20,20,20,20,1,1,0,1,0,21,0,1,2,0,"2",0,0,1
NA,35,20,20,20,5,1,1,0,1,0,59,0,1,4,0,"2",0,0,1
NA,15,20,20,10,35,1,1,0,0,0,52,1,1,2,0,"4",0,0,1
NA,5,28,35,27,5,1,1,0,1,0,47,0,1,5,1,"2",0,0,1
NA,30,20,15,10,25,1,1,0,1,0,29,0,1,5,1,"4",0,0,1
NA,15,30,30,25,0,4,0,0,0,0,49,1,0,2,0,"2",0,0,1
NA,10,30,40,10,10,2,0,1,0,1,58,0,1,1,0,"2",0,0,1
NA,0,40,30,30,0,1,1,0,1,0,26,0,1,5,1,"4",0,0,1
NA,5,30,30,30,5,1,1,0,1,0,48,0,0,4,0,"3",0,0,1
NA,35,15,15,15,20,2,1,0,0,0,48,1,1,4,0,"1",0,0,1
NA,35,10,10,5,40,5,0,1,0,1,69,0,1,6,1,"3",0,0,1
NA,0,30,48,12,10,1,1,0,1,0,28,0,1,4,0,"3",0,0,1
NA,19,25,23,8,25,1,1,0,1,0,27,0,1,5,1,"6",0,0,1
NA,2,48,30,10,10,2,0,1,0,1,68,0,1,2,0,"6",0,0,1
NA,30,20,20,10,20,3,1,0,1,0,29,0,1,6,1,"8",0,0,1
NA,45,20,15,10,10,1,1,0,1,0,59,0,1,6,1,"8",0,0,1
NA,10,70,10,10,0,1,1,0,1,0,49,0,1,2,0,"5",0,0,1
NA,20,15,15,5,45,2,0,1,0,1,21,1,1,2,0,"5",0,0,1
NA,5,12,13,20,50,1,1,0,1,0,19,1,0,2,0,"10",0,0,1
NA,15,25,25,25,10,4,0,1,0,1,27,0,1,6,1,"5",0,0,1
NA,0,34,33,20,13,1,1,0,1,0,58,0,1,8,1,"2",0,0,1
NA,10,0,0,10,80,5,0,1,0,1,80,1,1,5,1,"7",0,0,1
NA,15,30,30,25,0,1,0,0,0,0,66,0,1,6,1,"2",0,0,1
NA,20,20,20,10,30,1,1,0,1,0,45,1,1,5,1,"7",0,0,1
NA,0,30,30,10,30,3,0,0,0,0,56,0,1,3,0,"2",0,0,1
NA,20,17,25,18,20,2,1,0,1,0,28,0,1,5,1,"2",0,0,1
NA,9,25,19,16,31,1,0,0,0,0,49,0,1,5,1,"5",0,0,1
NA,0,30,25,20,25,1,1,0,1,0,52,0,1,6,1,"8",0,0,1
NA,10,26,35,0,29,1,1,0,1,0,49,1,1,5,1,"7",0,0,1
NA,10,25,25,25,15,1,1,0,1,0,48,0,1,1,0,"2",0,0,1
NA,10,10,50,20,10,1,0,1,0,1,58,0,1,5,1,"4",0,0,1
NA,0,40,40,20,0,1,1,0,1,0,55,1,1,5,1,"5",0,0,1
NA,10,15,25,25,25,2,0,0,0,0,47,0,1,2,0,"1",0,0,1
NA,10,20,50,10,10,1,1,0,1,0,20,0,0,1,0,"1",0,0,1
NA,10,20,25,25,20,1,1,0,1,0,49,1,1,6,1,"6",0,0,1
NA,18,1,20,1,60,4,0,1,0,1,54,1,1,2,0,"1",0,0,1
NA,50,20,20,10,0,1,0,0,0,0,45,1,1,2,0,"4",0,0,1
NA,40,0,25,10,25,5,0,1,0,1,53,0,1,5,1,"4",0,0,1
NA,10,15,15,40,20,4,0,1,0,1,65,0,1,1,0,"1",0,0,1
NA,0,30,65,5,0,1,1,0,1,0,57,1,1,5,1,"11",0,0,1
NA,20,30,35,10,5,1,1,0,0,0,56,0,0,7,1,"5",0,0,1
NA,2,40,50,8,0,1,1,0,1,0,45,1,1,2,0,"3",0,0,1
NA,30,15,15,10,30,1,1,0,1,0,49,1,1,5,1,"8",0,0,1
NA,20,30,30,10,10,3,0,0,0,0,18,0,1,2,0,"11",0,0,1
NA,4,15,15,15,51,1,0,0,0,0,47,1,1,5,1,"6",0,0,1
NA,25,10,15,15,35,2,0,1,0,1,57,0,1,2,0,"3",0,0,1
NA,16,39,26,19,0,1,1,0,1,0,47,1,1,5,1,"4",0,0,1
NA,0,15,50,20,15,1,1,0,1,0,75,0,1,5,1,"3",0,0,1
NA,5,40,45,10,0,1,0,0,0,0,23,0,0,5,1,"2",0,0,1
NA,50,5,25,0,20,2,0,1,0,1,55,0,1,6,1,"6",0,0,1
NA,30,20,25,10,15,1,1,0,1,0,27,0,1,5,1,"3",0,0,1
NA,0,50,25,25,0,1,1,0,1,0,46,0,1,3,0,"2",0,0,1
NA,0,20,30,30,20,1,0,1,0,0,52,1,1,4,0,"7",0,0,1
NA,25,50,14,6,5,1,1,0,1,0,21,0,1,2,0,"2",0,0,1
NA,20,30,30,15,5,1,0,0,0,0,29,0,1,5,1,"7",0,0,1
NA,5,40,40,10,5,1,1,0,1,0,26,0,1,5,1,"6",0,0,1
NA,32,21,15,7,25,1,1,0,1,0,21,0,1,5,1,"4",0,0,1
NA,20,10,10,30,30,4,0,1,0,1,56,1,1,4,0,"4",0,0,1
NA,23,45,14,18,0,5,0,1,0,1,71,1,1,2,0,"1",0,0,1
NA,0,35,45,15,5,1,1,0,1,0,55,0,1,5,1,"3",0,0,1
NA,30,15,30,20,5,3,0,0,0,0,50,0,1,2,0,"3",0,0,1
NA,10,40,30,10,10,1,1,0,1,0,20,0,1,2,0,"2",0,0,1
NA,39,20,20,10,11,1,1,0,1,0,65,0,1,6,1,"3",0,0,1
NA,15,30,30,15,10,2,1,0,1,0,24,0,1,4,0,"4",0,0,1
NA,20,15,20,25,20,1,1,0,1,0,20,0,0,2,0,"4",0,0,1
NA,20,30,30,10,10,1,1,0,0,0,54,1,1,5,1,"5",0,0,1
NA,10,25,30,10,25,1,1,0,1,0,52,0,1,5,1,"4",0,0,1
NA,50,10,15,10,15,4,0,1,0,1,45,0,1,2,0,"8",0,0,1
NA,40,0,10,25,25,5,0,1,0,1,72,0,1,2,0,"2",0,0,1
NA,20,20,20,20,20,3,0,0,0,0,46,1,0,2,0,"3",0,0,1
NA,10,28,25,17,20,1,0,0,0,0,27,0,1,2,0,"2",0,0,1
